o,id,genre,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date
16597,117844,Country,0.66,0.523,0.794,126.342,-12.068,1,4,0.0238,0,0.142,0.0608,0,242960,31,1982,2407
16610,117844,Country,0.688,0.459,0.493,75.184,-9.353,1,7,0.144,0,0.0816,0.0365,0,255000,31,1982,2407
24225,175286,Country,0.696,0.458,0.714,93.611,-12.726,1,2,0.667,0.000269,0.0831,0.0526,0,243413,31,1982,3398
69750,780451,Country,0.531,0.22,0.49,176.607,-19.947,1,4,0.514,3.21E-06,0.219,0.0885,0,228307,31,1982,46
69753,780451,Country,0.609,0.154,0.193,75.468,-19.443,1,7,0.502,3.09E-06,0.0846,0.0276,0,240160,31,1982,2407
70889,789721,Country,0.665,0.784,0.962,136.156,-10.978,1,9,0.259,6.03E-05,0.258,0.0324,0,248560,31,1982,2407
84872,944084,Country,0.621,0.456,0.338,108.237,-13.322,1,7,0.2,0,0.175,0.0286,0,208600,31,1982,46
22268,159699,Country,0.328,0.734,0.648,199.589,-9.82,0,6,0.0221,0.000162,0.937,0.126,0,185227,30,1982,538
34994,251375,Country,0.592,0.475,0.632,159.839,-11.03,1,4,0.348,0,0.187,0.0378,0,161213,30,1982,3005
42832,344332,Country,0.51,0.257,0.467,78.3,-10.765,1,9,0.813,0,0.207,0.0296,0,182960,30,1982,5999
80765,885875,Country,0.595,0.382,0.295,109.421,-16.736,1,11,0.00936,0.00253,0.0651,0.0281,0,250560,30,1982,2407
84822,944084,Country,0.702,0.749,0.969,131.9,-13.579,1,2,0.189,0,0.318,0.0304,0,160307,30,1982,46
16606,117844,Country,0.726,0.711,0.708,105.034,-7.728,1,7,0.213,1.41E-06,0.326,0.0414,0,188387,29,1982,2407
16609,117844,Country,0.663,0.689,0.754,122.395,-9.202,0,6,0.0144,4.65E-06,0.288,0.0285,0,174267,29,1982,2407
57129,583959,Country,0.622,0.244,0.21,128.621,-14.198,1,6,0.774,0.00582,0.214,0.0301,0,176560,29,1982,2453
69758,780451,Country,0.401,0.156,0.0722,63.244,-16.13,1,2,0.628,0,0.0742,0.0277,0,214760,29,1982,2407
69788,780451,Country,0.474,0.131,0.358,98.043,-18.784,1,8,0.787,9.75E-06,0.128,0.0273,0,172133,29,1982,46
84878,944084,Country,0.549,0.519,0.884,191.059,-13.784,1,0,0.138,2.42E-06,0.226,0.0381,0,214933,29,1982,46
16608,117844,Country,0.458,0.833,0.833,187.207,-9.014,1,9,0.0216,1.03E-06,0.0977,0.0441,0,138533,28,1982,2407
24223,175286,Country,0.498,0.462,0.837,98.143,-12.147,1,3,0.634,1.01E-06,0.206,0.17,0,330333,28,1982,46
57044,583959,Country,0.634,0.273,0.779,89.492,-18.638,1,9,0.342,0.0686,0.121,0.0366,0,172000,28,1982,2453
70892,789721,Country,0.553,0.431,0.427,142.027,-12.39,1,4,0.617,0.000161,0.268,0.0301,0,157413,28,1982,2407
16553,117844,Country,0.744,0.755,0.72,105.169,-10.706,0,11,0.365,0.0159,0.0706,0.0481,0,264600,27,1982,2407
16634,117844,Country,0.721,0.473,0.346,130.317,-10.5,0,2,0.328,0.000214,0.0591,0.0308,0,222867,27,1982,2407
16640,117844,Country,0.617,0.752,0.809,104.791,-5.667,1,2,0.0723,7.10E-06,0.202,0.0241,0,156107,27,1982,2407
24247,175286,Country,0.591,0.58,0.82,105.874,-11.204,1,11,0.391,1.25E-05,0.193,0.0468,0,165173,27,1982,1136
24252,175286,Country,0.556,0.437,0.577,99.87,-13.146,1,6,0.422,0,0.0711,0.127,0,118400,27,1982,46
57035,583959,Country,0.504,0.145,0.073,79.569,-15.971,1,0,0.825,0.00273,0.0846,0.0366,0,159307,27,1982,2453
57038,583959,Country,0.557,0.167,0.0895,84.778,-18.989,1,2,0.796,0.0152,0.0981,0.0523,0,135667,27,1982,2453
57138,583959,Country,0.479,0.164,0.353,135.802,-17.705,1,2,0.83,7.88E-05,0.174,0.0351,0,150573,27,1982,2453
69789,780451,Country,0.538,0.484,0.8,117.107,-19.049,1,11,0.0341,0.472,0.0986,0.0406,0,145333,27,1982,46
16588,117844,Country,0.613,0.554,0.787,70.303,-8.495,1,9,0.573,0,0.173,0.0267,0,149307,26,1982,2407
16613,117844,Country,0.633,0.444,0.45,106.111,-14.09,1,2,0.173,3.33E-06,0.0821,0.0264,0,183600,26,1982,2407
24302,175286,Country,0.675,0.61,0.865,97.574,-11.735,0,6,0.471,0.00397,0.0434,0.0674,0,183200,26,1982,1136
42109,334644,Country,0.589,0.671,0.799,160.708,-11.26,1,10,0.695,0,0.641,0.201,0,195360,26,1982,3615
69787,780451,Country,0.611,0.233,0.173,82.464,-19.085,1,5,0.521,0.00384,0.0829,0.0451,0,182000,26,1982,46
72251,794846,Country,0.691,0.474,0.755,109.816,-9.972,1,7,0.0776,2.69E-05,0.113,0.0279,0,224013,26,1982,7375
84268,936206,Country,0.537,0.562,0.633,116.67,-13.092,1,7,0.142,0,0.713,0.108,0,249387,26,1982,2407
16580,117844,Country,0.787,0.585,0.752,98.341,-11.339,1,0,0.298,1.90E-06,0.111,0.0549,0,139960,25,1982,2407
24274,175286,Country,0.524,0.108,0.169,99.981,-18.875,1,1,0.861,2.19E-05,0.118,0.0296,0,235693,25,1982,46
5043,37026,Country,0.679,0.553,0.946,109.071,-14.687,1,3,0.0611,7.16E-06,0.139,0.0316,0,198760,24,1982,2407
24241,175286,Country,0.347,0.0894,0.208,135.214,-15.674,1,8,0.868,0.000487,0.185,0.0328,0,185280,24,1982,1136
24294,175286,Country,0.384,0.0458,0.151,67.377,-20.78,1,8,0.882,0.000361,0.189,0.0335,0,188440,24,1982,46
29324,200791,Country,0.756,0.611,0.815,96.05,-15.449,0,7,0.333,0.00017,0.0544,0.0526,0,171596,24,1982,2453
46652,410219,Country,0.632,0.0418,0.292,83.794,-19.229,1,5,0.912,0.00783,0.11,0.0305,0,213707,24,1982,4011
84266,936206,Country,0.558,0.286,0.452,135.683,-15.668,1,7,0.183,0,0.156,0.0276,0,213867,24,1982,2407
84295,936206,Country,0.567,0.405,0.487,138.72,-14.507,0,0,0.244,0,0.101,0.0366,0,232840,24,1982,2407
85055,944310,Country,0.351,0.235,0.446,88.568,-17.01,1,7,0.955,0.0162,0.129,0.0296,0,161867,24,1982,1091
5053,37026,Country,0.679,0.489,0.695,115.63,-14.586,1,2,0.12,0,0.0575,0.0405,0,234107,23,1982,2407
15702,107466,Country,0.712,0.418,0.621,90.565,-15.402,1,0,0.28,3.38E-06,0.125,0.0341,0,196960,23,1982,46
42145,334740,Country,0.685,0.384,0.347,96.469,-11.553,1,2,0.257,4.01E-06,0.0709,0.0259,0,243467,23,1982,4203
84250,936206,Country,0.713,0.277,0.528,93.612,-14.591,1,0,0.218,0.000155,0.0747,0.0429,0,293600,23,1982,2407
32216,227527,Country,0.633,0.336,0.674,116.83,-11.257,1,1,0.889,1.85E-06,0.108,0.0319,0,149693,22,1982,2407
40864,320761,Country,0.535,0.603,0.904,174.712,-10.677,1,7,0.0331,1.05E-05,0.0705,0.0293,0,225227,22,1982,2407
85010,944310,Country,0.463,0.25,0.377,73.437,-16.278,1,7,0.945,6.94E-05,0.0893,0.027,0,181373,22,1982,1091
5056,37026,Country,0.581,0.498,0.693,121.686,-14.221,1,7,0.00889,0,0.217,0.0363,0,179600,21,1982,2407
15732,107466,Country,0.605,0.184,0.31,64.785,-16.238,1,0,0.61,2.79E-06,0.0643,0.0318,0,183133,21,1982,46
15735,107466,Country,0.638,0.478,0.734,95.125,-12.076,1,10,0.451,0,0.0665,0.0393,0,230067,21,1982,46
16518,117844,Country,0.624,0.683,0.971,135.921,-13.309,1,2,0.148,2.05E-05,0.192,0.0282,0,141360,21,1982,2407
16521,117844,Country,0.635,0.562,0.835,115.844,-13.736,1,2,0.196,0,0.121,0.0359,0,143760,21,1982,2407
35003,251375,Country,0.659,0.436,0.619,95.476,-11.35,1,7,0.19,1.41E-05,0.114,0.0233,0,165093,21,1982,3005
56634,577720,Country,0.453,0.479,0.333,95.742,-10.071,1,9,0.762,2.52E-05,0.167,0.0318,0,152160,21,1982,2407
40870,320761,Country,0.584,0.618,0.95,129.956,-12.342,1,9,0.099,0.00728,0.232,0.0287,0,143533,20,1982,2407
78227,848784,Country,0.653,0.302,0.76,125.939,-11.013,1,5,0.875,3.28E-06,0.11,0.0392,0,171800,20,1982,2407
84205,936206,Country,0.444,0.413,0.573,95.738,-15.042,1,2,0.163,2.05E-05,0.053,0.0326,0,322093,63,1983,2408
71238,791480,Country,0.741,0.267,0.497,102.428,-17.204,1,0,0.253,0.000447,0.0987,0.0285,0,214400,59,1983,2408
70888,789721,Country,0.64,0.317,0.3,125.935,-14.229,1,7,0.605,5.14E-06,0.118,0.0307,0,190653,52,1983,2408
84713,944084,Country,0.651,0.214,0.295,114.533,-17.123,1,9,0.49,3.68E-06,0.1,0.0292,0,193560,52,1983,47
2742,23411,Country,0.697,0.588,0.816,115.339,-9.416,1,7,0.305,0,0.117,0.0759,0,162840,51,1983,47
10153,69986,Country,0.603,0.335,0.342,125.542,-15.372,1,1,0.115,0,0.08,0.029,0,277840,51,1983,6258
31434,218994,Country,0.596,0.626,0.962,155.556,-12.945,1,7,0.402,0,0.0498,0.0634,0,177693,51,1983,2408
51409,490549,Country,0.64,0.439,0.454,94.302,-11.759,1,10,0.495,0,0.19,0.0286,0,176333,50,1983,2408
33921,240267,Country,0.681,0.543,0.748,150.907,-12.42,1,2,0.23,0.0012,0.0964,0.0391,0,245240,48,1983,2408
84297,936206,Country,0.756,0.417,0.831,113.996,-14.943,1,7,0.178,1.80E-06,0.123,0.0309,0,271867,48,1983,2408
10166,69986,Country,0.556,0.197,0.117,117.336,-15.628,1,11,0.614,0.00783,0.0769,0.0334,0,172067,47,1983,2495
71245,791480,Country,0.736,0.301,0.553,102.405,-15.689,1,0,0.254,0.000534,0.119,0.0284,0,216600,46,1983,2408
85015,944310,Country,0.588,0.278,0.326,105.356,-15.496,1,6,0.761,9.37E-05,0.107,0.0314,0,171093,44,1983,3006
13899,94205,Country,0.717,0.208,0.568,100.948,-13.36,0,9,0.978,0.887,0.108,0.0446,0,199493,43,1983,2408
33923,240267,Country,0.733,0.441,0.784,124.547,-12.548,1,2,0.631,0.000667,0.115,0.0315,0,215400,43,1983,2408
42121,334740,Country,0.682,0.207,0.144,108.973,-16.552,0,11,0.801,0,0.0637,0.0292,0,237627,43,1983,3006
84882,944084,Country,0.626,0.247,0.43,94.072,-14.287,1,8,0.309,0,0.0757,0.026,0,175373,42,1983,47
10173,69986,Country,0.63,0.347,0.386,82.855,-14.879,1,7,0.0959,0,0.0916,0.0249,0,262667,41,1983,6258
16573,117844,Country,0.478,0.539,0.771,163.132,-9.254,1,0,0.0993,1.64E-05,0.187,0.0311,0,278267,41,1983,2408
28573,196690,Country,0.345,0.12,0.296,130.778,-21.079,1,7,0.633,0,0.13,0.0344,0,189000,41,1983,47
10203,69986,Country,0.263,0.379,0.0907,176.241,-12.391,1,5,0.319,1.05E-06,0.128,0.0314,0,233773,40,1983,2495
60719,629609,Country,0.668,0.429,0.531,83.504,-12.365,1,5,0.241,0,0.129,0.0464,0,190133,40,1983,3616
71244,791480,Country,0.611,0.616,0.853,168.876,-10.749,1,9,0.17,0.000189,0.611,0.063,0,186707,40,1983,2408
16567,117844,Country,0.62,0.225,0.232,105.782,-16.304,1,2,0.215,0,0.0692,0.0258,0,248440,39,1983,2408
10189,69986,Country,0.625,0.492,0.705,83.067,-10.57,1,2,0.292,0,0.0553,0.0289,0,240800,38,1983,2495
71237,791480,Country,0.794,0.273,0.741,110.912,-17.335,1,8,0.434,7.76E-06,0.218,0.0315,0,205733,38,1983,2408
77873,842269,Country,0.548,0.257,0.153,76.003,-15.686,1,10,0.607,0.0019,0.115,0.0277,0,203067,37,1983,411
70899,789721,Country,0.582,0.367,0.38,111.705,-13.755,1,10,0.471,2.03E-05,0.221,0.0272,0,235227,35,1983,2408
71241,791480,Country,0.848,0.547,0.892,117.389,-12.018,1,5,0.269,7.41E-05,0.0432,0.0305,0,209947,35,1983,2408
75969,816890,Country,0.597,0.237,0.41,129.599,-18.625,1,9,0.844,2.60E-05,0.0853,0.0462,0,321947,35,1983,6578
33927,240267,Country,0.645,0.523,0.716,155.652,-13.105,1,2,0.0218,8.76E-06,0.127,0.078,0,163573,33,1983,2408
42122,334740,Country,0.752,0.528,0.621,111.116,-11.705,1,7,0.245,1.85E-05,0.0753,0.0337,0,251707,32,1983,3006
56650,578031,Country,0.574,0.325,0.526,109.116,-14.197,1,2,0.566,0,0.121,0.0287,0,204560,32,1983,47
67588,757251,Country,0.597,0.566,0.854,121.984,-12.943,1,11,0.508,0.0137,0.174,0.0335,0,181307,32,1983,47
84885,944084,Country,0.457,0.454,0.672,207.542,-15.088,0,11,0.142,0,0.208,0.0438,0,125973,31,1983,47
5050,37026,Country,0.759,0.554,0.913,126.994,-15.167,1,9,0.0831,4.92E-06,0.0895,0.0349,0,208493,30,1983,5453
22263,159699,Country,0.557,0.572,0.567,146.762,-9.771,1,11,0.106,4.60E-05,0.192,0.0353,0,197600,30,1983,47
75903,816890,Country,0.605,0.29,0.446,97.661,-18.969,1,9,0.691,6.56E-06,0.103,0.0407,0,223173,30,1983,6578
16620,117844,Country,0.672,0.8,0.923,89.761,-9.409,1,0,0.0439,0,0.0451,0.0378,0,158440,29,1983,2408
16627,117844,Country,0.788,0.576,0.682,131.819,-9.555,1,11,0.117,0,0.0654,0.0433,0,216827,28,1983,2408
33922,240267,Country,0.672,0.465,0.522,121.216,-13.479,1,7,0.502,1.06E-06,0.124,0.03,0,168360,28,1983,2408
51418,490549,Country,0.61,0.444,0.535,71.263,-9.802,1,0,0.451,0,0.0475,0.0346,0,188333,28,1983,2408
5047,37026,Country,0.694,0.835,0.883,111.638,-6.234,1,8,0.0839,0,0.066,0.0291,0,230000,27,1983,5453
33924,240267,Country,0.71,0.351,0.611,119.255,-14.737,1,4,0.651,2.28E-06,0.121,0.0358,0,166867,27,1983,2408
70880,789721,Country,0.722,0.63,0.967,110.169,-13.154,1,7,0.15,4.23E-06,0.27,0.0274,0,203587,27,1983,2408
75873,816890,Country,0.685,0.737,0.916,149.852,-13.286,1,9,0.19,7.01E-05,0.238,0.057,0,213973,27,1983,6578
16528,117844,Country,0.604,0.644,0.526,92.053,-8.792,1,7,0.194,7.31E-05,0.0727,0.0311,0,169827,26,1983,2408
16637,117844,Country,0.6,0.31,0.403,116.109,-13.599,1,9,0.451,0,0.114,0.0315,0,228573,26,1983,2408
84920,944084,Country,0.737,0.513,0.958,95.573,-13.181,1,0,0.168,0,0.32,0.0312,0,132893,26,1983,47
33930,240267,Country,0.626,0.334,0.377,135.083,-15.386,0,2,0.478,4.23E-06,0.127,0.0441,0,143067,25,1983,2408
70879,789721,Country,0.681,0.651,0.707,123.198,-12.279,1,4,0.261,7.74E-05,0.108,0.0275,0,211907,25,1983,2408
33926,240267,Country,0.458,0.353,0.654,206.584,-14.75,1,5,0.546,1.76E-05,0.232,0.056,0,190600,24,1983,2408
84254,936206,Country,0.214,0.0556,0.149,75.608,-21.082,1,5,0.709,1.16E-06,0.139,0.0347,0,237893,24,1983,2408
31428,218994,Country,0.767,0.505,0.965,123.074,-13.041,1,0,0.56,0,0.107,0.0415,0,158987,23,1983,2408
31430,218994,Country,0.756,0.633,0.977,108.311,-13.717,1,9,0.298,0.000169,0.0726,0.0404,0,193147,23,1983,2408
56663,578031,Country,0.72,0.554,0.91,99.031,-13.659,1,10,0.196,1.28E-06,0.116,0.0375,0,147347,23,1983,47
70894,789721,Country,0.62,0.415,0.249,132.264,-15.05,1,4,0.264,0.00149,0.0816,0.0334,0,278693,23,1983,2408
71242,791480,Country,0.838,0.463,0.963,125.171,-14.127,1,9,0.182,2.40E-06,0.1,0.0327,0,216040,23,1983,2408
46671,410219,Country,0.419,0.665,0.188,85.341,-9.244,1,9,0.298,0.001,0.174,0.0363,0,215280,22,1983,2408
84801,944084,Country,0.741,0.613,0.967,133.626,-15.061,1,4,0.035,0,0.197,0.0297,0,180507,22,1983,47
84880,944084,Country,0.71,0.355,0.862,129.481,-14.673,1,9,0.128,0,0.072,0.034,0,161800,22,1983,47
16565,117844,Country,0.635,0.421,0.495,97.353,-13.055,1,2,0.374,3.09E-05,0.245,0.0318,0,159933,21,1983,2408
33920,240267,Country,0.783,0.403,0.855,129.71,-11.817,1,7,0.0836,5.91E-05,0.134,0.0379,0,172267,21,1983,2408
46608,410219,Country,0.751,0.499,0.534,98.344,-9.9,1,3,0.448,4.47E-05,0.112,0.0244,0,181987,21,1983,2408
84809,944084,Country,0.595,0.255,0.401,97.971,-16.223,1,9,0.208,1.79E-06,0.154,0.0257,0,162560,21,1983,47
84721,944084,Country,0.711,0.3,0.551,113.006,-12.782,1,8,0.282,0,0.26,0.0286,0,170200,20,1983,47
84732,944084,Country,0.573,0.534,0.876,202.588,-12.83,1,8,0.226,0,0.0412,0.0449,0,170960,19,1983,47
13384,86312,Country,0.732,0.667,0.727,125.6,-9.278,1,10,0.502,4.07E-06,0.0524,0.0278,0,211267,56,1984,700
84716,944084,Country,0.664,0.601,0.934,168.979,-13.379,1,2,0.137,3.09E-05,0.0567,0.0616,0,154360,55,1984,48
13381,86312,Country,0.728,0.398,0.425,95.959,-11.036,1,7,0.34,0,0.137,0.027,0,194760,54,1984,700
57089,583959,Country,0.543,0.633,0.613,151.609,-11.693,1,2,0.477,2.14E-05,0.16,0.05,0,287000,53,1984,1659
84304,936206,Country,0.584,0.456,0.64,131.814,-19.116,1,5,0.115,0,0.556,0.0578,0,262627,52,1984,4481
10157,69986,Country,0.454,0.186,0.303,136.173,-16.281,1,1,0.727,5.49E-06,0.0783,0.031,0,223667,51,1984,6335
60738,629609,Country,0.597,0.44,0.952,90.351,-10.465,1,7,0.383,0,0.07,0.0382,0,166960,51,1984,3617
13395,86312,Country,0.698,0.381,0.365,86.302,-11.281,1,4,0.233,8.51E-06,0.106,0.0291,0,238507,49,1984,700
42144,334740,Country,0.733,0.636,0.868,92.531,-7.835,1,0,0.22,5.95E-06,0.0753,0.0264,0,253133,47,1984,3617
85028,944310,Country,0.607,0.268,0.298,105.296,-15.747,1,6,0.774,5.32E-05,0.101,0.0289,0,171773,47,1984,48
12388,81561,Country,0.673,0.386,0.434,80.011,-10.749,1,3,0.692,2.58E-06,0.0664,0.024,0,221427,45,1984,2409
24273,175286,Country,0.533,0.397,0.236,99.824,-7.603,1,1,0.583,0,0.13,0.027,0,217680,45,1984,1050
84812,944084,Country,0.691,0.337,0.67,109.033,-17.054,1,7,0.0593,0.000822,0.566,0.0264,0,201240,45,1984,48
12391,81561,Country,0.79,0.455,0.405,119.49,-11.039,1,9,0.548,0.000105,0.108,0.0536,0,244067,44,1984,2409
12393,81561,Country,0.618,0.323,0.244,78.349,-11.243,1,7,0.685,0.000478,0.121,0.026,0,253067,43,1984,2409
43233,348884,Country,0.703,0.512,0.691,108.122,-13.285,1,0,0.187,0,0.0838,0.0859,0,225533,43,1984,48
84264,936206,Country,0.481,0.0758,0.14,71.892,-23.435,1,7,0.649,0,0.0859,0.0433,0,216373,43,1984,4481
5054,37026,Country,0.643,0.732,0.872,118.818,-7.716,1,7,0.0328,3.69E-06,0.123,0.0295,0,206480,41,1984,4991
12376,81561,Country,0.574,0.498,0.683,174.177,-9.131,1,5,0.656,0.000415,0.111,0.0256,0,227467,41,1984,2409
12396,81561,Country,0.668,0.413,0.514,88.122,-11.54,1,4,0.411,0.13,0.0953,0.0239,0,215867,38,1984,2409
77875,842269,Country,0.755,0.627,0.922,109.81,-10.087,1,4,0.101,0,0.109,0.0296,0,160227,38,1984,251
69769,780451,Country,0.691,0.168,0.5,81.273,-20.161,1,9,0.0617,4.86E-05,0.135,0.0416,0,181507,37,1984,2409
16599,117844,Country,0.7,0.31,0.214,106.603,-13.825,1,2,0.286,9.06E-06,0.119,0.0296,0,215867,36,1984,2409
46592,409968,Country,0.544,0.169,0.39,98.649,-17.224,1,1,0.272,1.46E-06,0.0831,0.0283,0,213560,36,1984,700
71243,791480,Country,0.762,0.72,0.967,103.507,-11.97,1,2,0.0626,2.45E-06,0.0744,0.053,0,168667,36,1984,5057
84883,944084,Country,0.735,0.316,0.442,111.829,-17.697,1,0,0.139,0.176,0.345,0.0349,0,195427,36,1984,48
12379,81561,Country,0.667,0.386,0.326,95.039,-10.024,1,7,0.538,0,0.0734,0.0285,0,200467,35,1984,2409
12386,81561,Country,0.687,0.328,0.0855,81.023,-9.861,1,5,0.8,0.0754,0.15,0.0268,0,194773,35,1984,2409
33925,240267,Country,0.695,0.388,0.569,116.067,-15.232,1,2,0.14,0,0.0902,0.0305,0,196440,35,1984,2409
84217,936206,Country,0.753,0.334,0.693,127.89,-20.634,1,9,0.0119,2.05E-05,0.0676,0.0479,0,255067,35,1984,4481
84257,936206,Country,0.493,0.405,0.612,111.545,-19.44,1,9,0.209,0,0.322,0.0622,0,268040,35,1984,4481
12372,81561,Country,0.73,0.388,0.409,122.193,-9.944,1,5,0.564,0,0.105,0.0332,0,180693,33,1984,2409
12365,81561,Country,0.646,0.441,0.488,108.494,-11.529,1,5,0.354,1.95E-06,0.29,0.0272,0,206560,31,1984,2409
12389,81561,Country,0.766,0.502,0.418,106.053,-9.485,1,4,0.708,0.00407,0.223,0.0266,0,182133,31,1984,2409
42129,334740,Country,0.5,0.251,0.145,78.506,-12.767,1,0,0.357,0,0.138,0.0257,0,206840,31,1984,3617
46573,409968,Country,0.357,0.309,0.695,173.551,-14.481,1,2,0.302,0,0.0721,0.0369,0,161800,31,1984,700
13379,86312,Country,0.562,0.651,0.87,187.618,-9.47,1,11,0.107,1.30E-05,0.143,0.0574,0,175133,30,1984,700
16633,117844,Country,0.607,0.904,0.877,146.831,-7.693,1,2,0.13,0,0.134,0.0435,0,178840,30,1984,2409
31836,221603,Country,0.664,0.582,0.743,96.403,-11.052,1,4,0.696,0.000388,0.228,0.0286,0,190733,30,1984,48
16632,117844,Country,0.692,0.624,0.847,104.312,-10.814,1,2,0.0275,1.25E-06,0.215,0.0683,0,177560,29,1984,2409
60730,629609,Country,0.68,0.265,0.398,76.502,-12.521,1,5,0.607,0,0.148,0.0309,0,142693,28,1984,3617
13380,86312,Country,0.598,0.222,0.339,138.44,-14.911,1,10,0.501,1.06E-06,0.11,0.035,0,204360,27,1984,700
26983,185669,Country,0.536,0.495,0.526,83.084,-12.649,1,2,0.178,0,0.433,0.0447,0,263667,27,1984,48
29286,200791,Country,0.861,0.344,0.889,93.969,-17.029,1,7,0.0883,0.0337,0.102,0.0614,0,177640,26,1984,4832
31449,218994,Country,0.489,0.533,0.643,157.745,-11.585,1,9,0.719,0,0.456,0.0364,0,170093,26,1984,2409
70895,789721,Country,0.75,0.52,0.803,120.243,-12.592,1,10,0.00874,0.000305,0.171,0.0355,0,176813,26,1984,2409
84202,936206,Country,0.474,0.112,0.264,154.789,-23.528,1,5,0.284,3.22E-06,0.108,0.0292,0,263373,26,1984,4481
84240,936206,Country,0.424,0.253,0.375,116.348,-20.57,1,2,0.416,1.40E-06,0.975,0.0399,0,286467,26,1984,4481
31854,221603,Country,0.595,0.274,0.665,169.53,-14.992,1,4,0.971,0.00855,0.108,0.0469,0,245667,25,1984,48
84303,936206,Country,0.724,0.317,0.765,106.247,-20.662,1,2,0.157,1.21E-06,0.0807,0.0303,0,241147,25,1984,4481
13376,86312,Country,0.685,0.203,0.189,114.202,-13.725,1,8,0.716,2.58E-05,0.12,0.029,0,179467,24,1984,700
15738,107466,Country,0.736,0.477,0.72,106.833,-14.144,1,0,0.546,0,0.0918,0.0616,0,185667,24,1984,48
16568,117844,Country,0.666,0.474,0.63,79.207,-15.803,1,2,0.0438,4.43E-05,0.0683,0.0401,0,221840,24,1984,2409
70883,789721,Country,0.701,0.464,0.578,125.332,-14.232,1,5,0.0351,3.65E-06,0.268,0.0316,0,208653,24,1984,2409
84853,944084,Country,0.666,0.339,0.493,106.63,-16.205,1,4,0.488,1.58E-05,0.0857,0.0288,0,148333,24,1984,48
7971,57840,Country,0.578,0.392,0.62,108.03,-15.551,1,2,0.138,0,0.231,0.0298,0,206400,23,1984,2409
13393,86312,Country,0.793,0.262,0.219,107.529,-14.402,1,9,0.415,6.05E-06,0.121,0.0501,0,190307,23,1984,700
16636,117844,Country,0.528,0.392,0.279,142.352,-13.57,1,2,0.0961,1.42E-06,0.0774,0.0302,0,254400,23,1984,2409
18089,130855,Country,0.592,0.497,0.964,117.201,-15.968,1,10,0.414,0.00392,0.32,0.0344,0,154439,23,1984,48
84768,944084,Country,0.707,0.496,0.572,104.323,-14.981,1,7,0.211,0.00104,0.27,0.0589,0,123400,23,1984,48
84774,944084,Country,0.602,0.241,0.222,78.155,-16.686,1,8,0.492,9.65E-05,0.0474,0.0273,0,237667,23,1984,48
84790,944084,Country,0.737,0.176,0.413,89.282,-17.26,1,7,0.127,0.00579,0.126,0.0307,0,158533,23,1984,48
84843,944084,Country,0.776,0.329,0.518,108.778,-15.81,1,9,0.125,0.000203,0.383,0.0308,0,177960,23,1984,48
69747,780451,Country,0.707,0.236,0.477,90.716,-18.921,1,5,0.0738,7.76E-06,0.118,0.0304,0,236507,22,1984,2409
84742,944084,Country,0.704,0.376,0.559,104.377,-14.983,1,0,0.321,0.00191,0.257,0.0263,0,166973,22,1984,48
16544,117844,Country,0.704,0.452,0.83,90.095,-13.545,1,2,0.102,9.00E-06,0.0795,0.0392,0,156933,21,1984,2409
26981,185669,Country,0.679,0.641,0.963,98.117,-11.52,1,4,0.337,5.72E-06,0.106,0.0397,0,225307,21,1984,48
71240,791480,Country,0.834,0.593,0.963,124.931,-9.615,1,9,0.11,1.94E-05,0.0846,0.0307,0,216867,20,1984,5057
84729,944084,Country,0.642,0.233,0.333,114.495,-16.568,1,9,0.435,0,0.105,0.0298,0,193400,57,1985,49
13390,86312,Country,0.56,0.239,0.601,201.672,-16.732,1,4,0.473,1.37E-05,0.0565,0.0347,0,258333,56,1985,1093
36612,270060,Country,0.661,0.389,0.515,124.147,-12.292,1,10,0.393,1.04E-06,0.0902,0.0301,0,236627,55,1985,49
85011,944310,Country,0.644,0.468,0.959,159.498,-11.824,1,2,0.517,0,0.162,0.0953,0,150520,55,1985,6002
30394,207644,Country,0.536,0.907,0.893,177.352,-10.249,1,9,0.364,5.22E-06,0.103,0.0559,0,221707,54,1985,2410
84765,944084,Country,0.643,0.284,0.484,89.881,-17.665,1,9,0.431,8.22E-06,0.329,0.0268,0,170907,54,1985,49
5048,37026,Country,0.691,0.497,0.701,103.893,-13.248,1,11,0.038,5.94E-06,0.0859,0.0473,0,247040,51,1985,5673
12369,81561,Country,0.643,0.34,0.466,108.489,-15.305,1,5,0.383,2.56E-06,0.306,0.0294,0,207147,47,1985,541
56668,578031,Country,0.729,0.465,0.746,103.282,-14.402,1,8,0.206,8.43E-06,0.0546,0.0297,0,137333,47,1985,1595
13382,86312,Country,0.771,0.475,0.774,143.169,-9.354,1,0,0.141,0,0.0555,0.0301,0,161333,46,1985,1093
13391,86312,Country,0.858,0.66,0.933,123.299,-7.953,1,2,0.231,0,0.189,0.029,0,203733,45,1985,1093
84997,944310,Country,0.506,0.212,0.294,69.071,-15.486,1,4,0.663,0,0.143,0.0315,0,196973,45,1985,6002
54818,549797,Country,0.535,0.41,0.801,165.226,-10.719,1,11,0.857,0,0.0624,0.031,0,165680,43,1985,90
1737,14651,Country,0.424,0.0324,0.291,82.972,-21.804,1,8,0.957,1.00E-06,0.369,0.0334,0,157533,42,1985,1138
84833,944084,Country,0.709,0.401,0.666,115.523,-15.662,1,8,0.181,0,0.22,0.0351,0,176707,40,1985,49
