o,id,genre,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,,
29801,204901,Vocal,0.281,0.16,0.199,92.448,-12.614,1,1,0.785,0,0.0898,0.0357,0,198973,7,1949,2374,,
29820,204901,Vocal,0.335,0.136,0.23,99.32,-13.919,1,11,0.896,0,0.144,0.0335,0,206907,7,1949,2374,,
29806,204901,Vocal,0.455,0.358,0.827,166.86,-10.183,1,0,0.564,0,0.0377,0.0459,0,114640,6,1949,2374,,
29797,204901,Vocal,0.294,0.204,0.191,81.212,-11.266,1,3,0.768,0,0.206,0.0291,0,189907,4,1949,2374,,
29800,204901,Vocal,0.22,0.267,0.205,89.468,-13.027,1,10,0.476,0,0.245,0.0336,0,160400,4,1949,2374,,
29804,204901,Vocal,0.156,0.389,0.077,81.65,-9.822,0,10,0.835,1.86E-05,0.306,0.0351,0,179467,4,1949,2374,,
29909,204901,Vocal,0.323,0.177,0.221,110.612,-13.495,1,1,0.772,0,0.0627,0.0355,0,189360,4,1949,2374,,
29789,204901,Vocal,0.313,0.232,0.181,134.383,-11.252,0,7,0.898,0,0.094,0.0317,0,153667,3,1949,2374,,
29790,204901,Vocal,0.604,0.152,0.559,110.597,-11.339,1,8,0.91,0,0.0865,0.0519,0,179360,3,1949,2374,,
29798,204901,Vocal,0.244,0.244,0.065,93.732,-11.899,0,0,0.945,1.21E-05,0.148,0.0314,0,187733,3,1949,2374,,
29799,204901,Vocal,0.392,0.0954,0.153,94.037,-11.633,0,4,0.941,0,0.0723,0.0358,0,212000,3,1949,2374,,
29812,204901,Vocal,0.57,0.164,0.45,125.454,-9.891,0,10,0.851,0,0.121,0.0388,0,169107,3,1949,2374,,
29833,204901,Vocal,0.218,0.258,0.108,178.083,-12.175,0,10,0.957,0,0.166,0.0363,0,183173,3,1949,2374,,
29856,204901,Vocal,0.579,0.17,0.469,123.818,-9.909,0,2,0.912,0,0.632,0.0488,0,169933,3,1949,2374,,
29862,204901,Vocal,0.342,0.0923,0.107,60.71,-14.496,0,10,0.914,0,0.134,0.0337,0,189293,3,1949,2374,,
29892,204901,Vocal,0.353,0.155,0.162,98.345,-11.63,0,3,0.931,0,0.113,0.0295,0,170093,3,1949,2374,,
29903,204901,Vocal,0.242,0.321,0.212,88.78,-9.569,1,10,0.818,0,0.349,0.0308,0,160440,3,1949,2374,,
29905,204901,Vocal,0.359,0.186,0.175,137.464,-11.927,1,11,0.877,0,0.267,0.0347,0,224440,3,1949,2374,,
29917,204901,Vocal,0.432,0.0805,0.232,121.1,-12.24,1,3,0.947,0,0.183,0.0359,0,206067,3,1949,2374,,
29961,204901,Vocal,0.303,0.15,0.137,82.02,-11.484,1,8,0.925,1.05E-06,0.323,0.0328,0,182093,3,1949,2374,,
29818,204901,Vocal,0,0,0,0,-60,0,0,0,0,0,0,0,6467,0,1949,2374,,
29832,204901,Vocal,0,0,0,0,-60,0,0,0,0,0,0,0,5108,0,1949,2374,,
29842,204901,Vocal,0.491,0.091,0.277,79.961,-15.828,0,0,0.927,0,0.124,0.11,0,180867,7,1954,3189,,
29895,204901,Vocal,0.428,0.0458,0.0713,95.188,-15.36,1,8,0.967,0,0.121,0.0357,0,198813,5,1954,3189,,
29901,204901,Vocal,0.321,0.0672,0.0795,96.932,-18.23,1,8,0.96,4.41E-06,0.0937,0.035,0,192493,5,1954,3189,,
29870,204901,Vocal,0.444,0.123,0.194,117.095,-15.369,1,0,0.967,0,0.119,0.0434,0,153933,4,1954,3189,,
29934,204901,Vocal,0.38,0.155,0.127,94.23,-11.977,1,1,0.973,1.70E-05,0.0977,0.0311,0,200440,53,1955,3673,,
29881,204901,Vocal,0.29,0.256,0.231,141.474,-10.555,0,5,0.954,0,0.111,0.0284,0,197800,28,1955,3673,,
29938,204901,Vocal,0.34,0.209,0.112,135.26,-9.312,0,10,0.976,1.36E-06,0.104,0.0288,0,174373,28,1955,3673,,
29949,204901,Vocal,0.391,0.229,0.304,78.009,-10.517,0,7,0.928,4.46E-06,0.508,0.039,0,173800,24,1955,19,,
29899,204901,Vocal,0.334,0.303,0.0768,92.439,-8.621,1,8,0.98,0,0.106,0.0298,0,184693,21,1955,3673,,
29898,204901,Vocal,0.242,0.173,0.0876,85.453,-10.406,1,8,0.982,1.40E-05,0.261,0.0305,0,184800,20,1955,3673,,
29933,204901,Vocal,0.59,0.364,0.689,77.248,-8.817,1,0,0.982,1.07E-05,0.0696,0.0462,0,151547,20,1955,3673,,
29954,204901,Vocal,0.372,0.189,0.152,126.125,-12.307,0,7,0.92,1.54E-05,0.337,0.0374,0,207560,19,1955,19,,
29960,204901,Vocal,0.441,0.202,0.461,149.053,-10.043,1,10,0.97,0,0.0964,0.0284,0,148893,19,1955,3673,,
29896,204901,Vocal,0.308,0.296,0.132,132.355,-8.794,0,7,0.966,0,0.0408,0.0313,0,156853,18,1955,3673,,
29925,204901,Vocal,0.415,0.582,0.853,142.299,-8.51,1,8,0.597,0,0.339,0.0806,0,149227,18,1955,19,,
29939,204901,Vocal,0.281,0.221,0.112,90.265,-9.827,1,3,0.906,0,0.154,0.0279,0,193040,18,1955,3673,,
29969,204901,Vocal,0.237,0.244,0.0795,95.066,-11.703,1,5,0.987,9.67E-05,0.257,0.032,0,195827,18,1955,3673,,
29923,204901,Vocal,0.203,0.306,0.0625,76.905,-12.366,0,10,0.952,0.000307,0.281,0.0344,0,181493,17,1955,3673,,
29937,204901,Vocal,0.184,0.187,0.0599,177.456,-14.51,1,7,0.991,0.00869,0.0785,0.0346,0,190627,17,1955,3673,,
29787,204901,Vocal,0.54,0.563,0.908,133.296,-8.354,0,10,0.763,0,0.426,0.065,0,155533,13,1955,19,,
29846,204901,Vocal,0.419,0.344,0.825,149.845,-11.013,1,1,0.645,0,0.313,0.0457,0,175773,11,1955,19,,
29914,204901,Vocal,0.279,0.129,0.0796,59.991,-14.595,1,9,0.939,0.000229,0.204,0.0326,0,153707,9,1955,19,,
29845,204901,Vocal,0.382,0.205,0.249,139.342,-12.414,1,1,0.86,0,0.0629,0.0368,0,198000,8,1955,19,,
29823,204901,Vocal,0.465,0.241,0.265,119.231,-10.688,1,10,0.832,0,0.28,0.0327,0,154640,6,1955,19,,
29924,204901,Vocal,0.541,0.409,0.757,123.358,-10.001,1,5,0.648,0,0.106,0.0399,0,179000,5,1955,19,,
29966,204901,Vocal,0.506,0.422,0.643,120.093,-8.7,1,0,0.828,0,0.257,0.047,0,150627,5,1955,19,,
29971,204901,Vocal,0.442,0.229,0.336,118.269,-9.795,1,0,0.92,2.74E-06,0.356,0.0313,0,151467,5,1955,19,,
29835,204901,Vocal,0.403,0.41,0.341,106.435,-10.132,1,1,0.791,1.81E-06,0.195,0.0423,0,141133,4,1955,19,,
29815,204901,Vocal,0.217,0.154,0.0706,44.666,-11.647,1,0,0.894,0,0.19,0.0329,0,244667,14,1956,4180,,
29868,204901,Vocal,0.495,0.199,0.479,127.021,-10.977,0,2,0.853,0,0.0604,0.0333,0,152600,12,1956,20,,
29884,204901,Vocal,0.282,0.289,0.125,124.356,-12.053,1,2,0.955,4.70E-06,0.304,0.0342,0,222200,9,1956,4180,,
29893,204901,Vocal,0.304,0.138,0.124,59.076,-15.473,1,7,0.965,1.87E-05,0.214,0.0313,0,223227,9,1956,20,,
29943,204901,Vocal,0.184,0.29,0.0799,88.59,-12.631,1,6,0.928,2.07E-06,0.0834,0.0314,0,197773,6,1956,4180,,
29897,204901,Vocal,0.275,0.241,0.172,88.151,-12.347,0,7,0.89,0,0.16,0.0278,0,183427,4,1956,4180,,
29927,204901,Vocal,0.548,0.176,0.351,95.427,-14.694,0,9,0.965,1.50E-06,0.114,0.0392,0,142800,2,1956,20,,
29921,204901,Vocal,0.583,0.25,0.578,128.256,-10.993,0,4,0.706,0,0.094,0.0593,0,198360,33,1957,2982,,
29850,204901,Vocal,0.218,0.276,0.0657,101.701,-9.984,0,0,0.835,1.31E-05,0.12,0.03,0,268971,30,1957,21,,
29912,204901,Vocal,0.201,0.318,0.086,94.886,-10.48,1,7,0.942,1.04E-05,0.33,0.0332,0,243626,30,1957,21,,
29822,204901,Vocal,0.638,0.152,0.328,126.079,-14.543,1,10,0.885,0,0.0932,0.0628,0,164000,28,1957,2982,,
29825,204901,Vocal,0.327,0.0352,0.0721,99.383,-21.129,1,8,0.965,5.14E-06,0.102,0.0356,0,195360,28,1957,2982,,
29788,204901,Vocal,0.561,0.203,0.583,116.601,-15.118,1,8,0.878,0,0.825,0.177,0,214427,26,1957,6490,,
29888,204901,Vocal,0.587,0.119,0.266,95.487,-13.016,1,0,0.856,0,0.0809,0.0343,0,187707,23,1957,2982,,
29843,204901,Vocal,0.276,0.203,0.112,109.691,-11.163,1,7,0.934,4.69E-06,0.165,0.0299,0,199388,22,1957,21,,
29858,204901,Vocal,0.139,0.186,0.0493,85.284,-13.49,0,10,0.976,0.00434,0.108,0.0328,0,174211,22,1957,21,,
29886,204901,Vocal,0.621,0.331,0.6,92.758,-14.684,0,2,0.809,1.39E-06,0.0864,0.0663,0,162533,22,1957,2982,,
29930,204901,Vocal,0.391,0.386,0.176,119.207,-8.981,0,5,0.915,0,0.0833,0.0537,0,148213,22,1957,21,,
29859,204901,Vocal,0.172,0.164,0.0817,165.059,-14.149,1,3,0.869,5.90E-06,0.105,0.0342,0,246161,19,1957,21,,
29840,204901,Vocal,0.437,0.0445,0.133,92.767,-23.073,1,8,0.939,0,0.126,0.0401,0,168173,18,1957,2982,,
29867,204901,Vocal,0.328,0.0591,0.137,192.234,-19.661,1,0,0.969,0,0.222,0.0673,0,156573,18,1957,2982,,
29809,204901,Vocal,0.545,0.189,0.765,172.509,-11.986,0,0,0.844,0,0.148,0.0944,0,153667,17,1957,2982,,
29814,204901,Vocal,0.408,0.0902,0.143,122.566,-18.365,0,5,0.975,2.26E-05,0.927,0.0433,0,289400,17,1957,6490,,
29839,204901,Vocal,0.457,0.0854,0.149,66.314,-17.41,1,1,0.954,9.32E-05,0.115,0.0339,0,275600,16,1957,2982,,
29803,204901,Vocal,0.598,0.426,0.793,78.571,-10.288,1,6,0.638,0,0.706,0.323,0,179160,15,1957,6490,,
29827,204901,Vocal,0.629,0.237,0.467,146.011,-13.667,0,5,0.75,1.13E-06,0.396,0.155,0,217173,15,1957,6490,,
29830,204901,Vocal,0.571,0.252,0.554,115.583,-11.959,1,10,0.769,0,0.437,0.0709,0,165040,13,1957,6490,,
29936,204901,Vocal,0.54,0.0765,0.28,112.369,-18.927,0,5,0.915,0.000364,0.36,0.0583,0,318707,13,1957,6490,,
29793,204901,Vocal,0.539,0.201,0.524,114.145,-10.473,1,0,0.833,0,0.0815,0.0533,0,102960,12,1957,2982,,
29848,204901,Vocal,0.493,0.181,0.468,180.927,-12.599,0,0,0.825,0,0.708,0.199,0,192467,12,1957,6490,,
29866,204901,Vocal,0.563,0.207,0.523,115.619,-13.205,1,10,0.81,0,0.629,0.0595,0,162800,12,1957,6490,,
29959,204901,Vocal,0.43,0.395,0.322,117.195,-8.869,0,5,0.929,0,0.0926,0.0829,0,147884,12,1957,21,,
29811,204901,Vocal,0.457,0.177,0.258,116.023,-18.912,1,7,0.932,1.01E-05,0.966,0.0994,0,305560,11,1957,6490,,
29911,204901,Vocal,0.155,0.271,0.0781,79.913,-11.887,1,5,0.907,2.58E-06,0.265,0.0335,0,239086,11,1957,21,,
29958,204901,Vocal,0.473,0.0739,0.159,111.689,-18.889,1,6,0.92,6.19E-05,0.968,0.044,0,256133,11,1957,6490,,
29883,204901,Vocal,0.284,0.317,0.0979,98.499,-9.974,0,10,0.918,0,0.0845,0.0303,0,220339,10,1957,21,,
29908,204901,Vocal,0.536,0.418,0.613,94.742,-8.274,1,1,0.827,0,0.46,0.0339,0,164778,10,1957,21,,
29919,204901,Vocal,0.592,0.4,0.748,101.887,-8.722,1,5,0.696,0,0.0675,0.0732,0,60933,10,1957,2982,,
29796,204901,Vocal,0.547,0.194,0.434,94.274,-12.225,1,5,0.895,0,0.673,0.0838,0,193329,9,1957,6490,,
29869,204901,Vocal,0.206,0.181,0.129,78.24,-13.026,1,10,0.941,2.35E-05,0.273,0.0342,0,197247,9,1957,21,,
29880,204901,Vocal,0.387,0.0179,0.0778,96.893,-20.857,1,1,0.974,0,0.105,0.0381,0,199240,9,1957,2982,,
29906,204901,Vocal,0.222,0.0677,0.0462,66.252,-21.436,0,10,0.978,0.000105,0.664,0.0485,0,216373,9,1957,6490,,
29918,204901,Vocal,0.2,0.268,0.125,138.197,-12.013,1,5,0.915,0,0.0919,0.032,0,189417,9,1957,21,,
29932,204901,Vocal,0.324,0.203,0.0648,96.838,-13.05,0,9,0.936,0,0.112,0.0295,0,236418,9,1957,21,,
29805,204901,Vocal,0.366,0.0709,0.165,115.202,-23.751,1,0,0.976,0.00199,0.864,0.0399,0,166400,8,1957,6490,,
29817,204901,Vocal,0.412,0.178,0.196,110.931,-19.996,0,9,0.938,0.0014,0.139,0.0961,0,283051,8,1957,6490,,
29834,204901,Vocal,0.324,0.189,0.203,61.172,-14.992,0,7,0.952,0,0.312,0.0337,0,169440,8,1957,21,,
29861,204901,Vocal,0.497,0.0798,0.279,77.519,-15.311,1,8,0.936,0,0.144,0.157,0,183560,8,1957,2982,,
29857,204901,Vocal,0.376,0.0709,0.107,111.877,-20.751,0,5,0.974,0.0242,0.958,0.0384,0,316333,7,1957,6490,,
29904,204901,Vocal,0.382,0.0639,0.146,117.897,-23.048,1,5,0.971,0.000454,0.949,0.0453,0,284933,7,1957,6490,,
29826,204901,Vocal,0.224,0.214,0.14,83.906,-14.455,0,2,0.976,0.00094,0.367,0.0348,0,179373,54,1958,5930,,
29957,204901,Vocal,0.45,0.544,0.75,132.542,-10.011,1,7,0.796,0,0.194,0.0378,0,143360,49,1958,5930,,
29802,204901,Vocal,0.526,0.125,0.394,123.687,-14.848,0,4,0.87,0,0.119,0.0436,0,159560,39,1958,5930,,
29962,204901,Vocal,0.614,0.156,0.347,119.14,-13,0,10,0.972,0,0.0925,0.0657,0,156653,37,1958,5930,,
29944,204901,Vocal,0.29,0.17,0.0635,99.031,-13.972,1,10,0.875,1.62E-05,0.247,0.032,0,189613,34,1958,5930,,
29970,204901,Vocal,0.225,0.232,0.0686,88.5,-13.696,1,0,0.944,1.05E-05,0.106,0.0318,0,199027,31,1958,5930,,
29874,204901,Vocal,0.429,0.0165,0.105,94.021,-20.856,1,1,0.975,0,0.0962,0.0364,0,196120,24,1958,5930,,
29915,204901,Vocal,0.251,0.223,0.0902,73.918,-12.892,1,6,0.944,1.05E-06,0.123,0.0292,0,196707,23,1958,5930,,
29819,204901,Vocal,0.658,0.537,0.723,121.55,-10.575,1,3,0.795,9.32E-06,0.171,0.0449,0,140240,22,1958,5930,,
29847,204901,Vocal,0.238,0.282,0.16,133.375,-12.521,1,5,0.955,0.00112,0.101,0.0327,0,143493,22,1958,5930,,
29872,204901,Vocal,0.384,0.144,0.0932,123.543,-12.757,1,8,0.95,0,0.153,0.0361,0,153160,21,1958,5930,,
29873,204901,Vocal,0.291,0.262,0.19,88.057,-12.52,0,5,0.891,0,0.196,0.0346,0,208533,21,1958,171,,
29844,204901,Vocal,0.439,0.255,0.311,66.699,-12.635,1,1,0.934,2.44E-06,0.0486,0.0361,0,199240,20,1958,171,,
29860,204901,Vocal,0.435,0.133,0.119,67.86,-13.852,1,0,0.98,0,0.249,0.0425,0,148280,20,1958,5930,,
29887,204901,Vocal,0.234,0.341,0.165,139.164,-10.768,1,5,0.873,8.20E-05,0.189,0.0315,0,185640,20,1958,5930,,
29831,204901,Vocal,0.286,0.148,0.106,97.44,-16.488,0,9,0.98,6.55E-05,0.279,0.0335,0,211587,19,1958,5930,,
29853,204901,Vocal,0.2,0.2,0.131,171.28,-12.388,1,8,0.963,1.26E-06,0.0831,0.0329,0,240400,19,1958,171,,
29876,204901,Vocal,0.548,0.347,0.65,131.695,-11.459,1,0,0.637,0,0.0847,0.0942,0,311667,19,1958,171,,
29865,204901,Vocal,0.486,0.307,0.415,78.994,-10.54,1,8,0.765,0,0.319,0.0571,0,169707,18,1958,5930,,
29891,204901,Vocal,0.406,0.128,0.2,123.631,-20.665,0,10,0.981,0.0148,0.718,0.0611,0,291693,18,1958,3533,,
29945,204901,Vocal,0.713,0.507,0.869,125.895,-9.829,1,10,0.772,0,0.213,0.0353,0,140813,17,1958,5930,,
29900,204901,Vocal,0.569,0.262,0.564,140.606,-16.681,1,6,0.807,0.00033,0.714,0.0828,0,240027,16,1958,3533,,
29863,204901,Vocal,0.281,0.203,0.19,135.305,-14.579,1,5,0.967,0.000548,0.104,0.0315,0,170600,14,1958,4735,,
29791,204901,Vocal,0.311,0.251,0.211,133.619,-13.245,1,8,0.95,0.000232,0.194,0.0319,0,211133,12,1958,4735,,
29821,204901,Vocal,0.476,0.125,0.298,110.717,-19.915,1,8,0.985,0.00213,0.723,0.0566,0,328280,12,1958,3533,,
29878,204901,Vocal,0.471,0.681,0.769,116.982,-8.645,1,0,0.707,7.92E-06,0.32,0.0902,0,154600,12,1958,171,,
29836,204901,Vocal,0.56,0.42,0.532,93.038,-10.84,1,10,0.81,0,0.334,0.1,0,277400,11,1958,171,,
29894,204901,Vocal,0.242,0.196,0.0983,164.087,-13.464,1,0,0.964,0.0309,0.266,0.0335,0,220293,11,1958,4735,,
29808,204901,Vocal,0.297,0.3,0.24,63.826,-13.819,1,0,0.944,0.000431,0.166,0.0385,0,192733,10,1958,4735,,
29920,204901,Vocal,0.415,0.197,0.152,92.342,-14.987,0,9,0.971,1.70E-06,0.12,0.0369,0,225360,10,1958,171,,
29928,204901,Vocal,0.238,0.264,0.159,63.594,-13.243,1,8,0.974,0.00272,0.108,0.0373,0,194773,10,1958,4735,,
29875,204901,Vocal,0.598,0.183,0.518,134.216,-16.255,0,2,0.881,0,0.678,0.0728,0,255120,8,1958,3533,,
29890,204901,Vocal,0.249,0.32,0.132,96.054,-11.734,0,5,0.965,0.00107,0.132,0.0307,0,190333,7,1958,4735,,
29841,204901,Vocal,0.205,0.204,0.136,185.316,-14.444,1,5,0.973,0.00246,0.368,0.0352,0,182640,6,1958,4735,,
29907,204901,Vocal,0.4,0.148,0.135,175.15,-20.166,0,9,0.921,0.000147,0.173,0.183,0,418480,6,1958,3533,,
29935,204901,Vocal,0.235,0.206,0.0562,91.705,-14.105,0,7,0.906,1.99E-06,0.111,0.034,0,180427,23,1963,27,,
29885,204901,Vocal,0.246,0.297,0.126,173.763,-16.515,1,10,0.955,0.000416,0.703,0.335,0,153400,19,1963,520,,
29864,204901,Vocal,0.439,0.498,0.681,126.754,-10.551,1,0,0.755,0,0.427,0.0648,0,340267,15,1963,520,,
29810,204901,Vocal,0.68,0.544,0.833,120.505,-11.779,0,4,0.644,0,0.268,0.0408,0,169200,27,1965,2437,,
29849,204901,Vocal,0.411,0.235,0.425,107.779,-12.953,0,0,0.771,0,0.193,0.0513,0,203800,26,1965,2437,,
29951,204901,Vocal,0.685,0.63,0.885,116.983,-6.023,1,10,0.82,0,0.115,0.0597,0,110933,26,1965,29,,
29940,204901,Vocal,0.537,0.493,0.536,112.677,-10.151,1,8,0.738,0,0.089,0.0413,0,168200,35,1966,30,,
29851,204901,Vocal,0.516,0.403,0.604,103.249,-13.371,1,6,0.591,5.13E-06,0.141,0.0349,0,190345,31,1972,4193,,
29946,204901,Vocal,0.623,0.46,0.736,128.043,-14.573,1,0,0.714,0,0.108,0.0564,0,257067,34,1981,45,,
29926,204901,Vocal,0.209,0.125,0.0723,69.563,-15.836,0,7,0.903,0,0.136,0.0412,0,151373,52,1995,2420,,
30039,205254,Vocal,0.31,0.267,0.339,118.104,-15.487,1,8,0.814,0,0.0776,0.0385,0,161080,0,1938,2363,,
30017,205254,Vocal,0.304,0.366,0.251,48.582,-10.988,1,5,0.881,1.65E-05,0.42,0.0301,0,165960,6,1950,2375,,
30015,205254,Vocal,0.6,0.318,0.463,125.524,-13.602,1,8,0.416,1.48E-06,0.179,0.0386,0,141867,3,1954,2379,,
30025,205254,Vocal,0.468,0.449,0.386,147.256,-14.248,1,6,0.527,9.58E-06,0.109,0.0748,0,118827,3,1954,2379,,
30023,205254,Vocal,0.436,0.386,0.673,131.25,-9.064,0,1,0.874,0,0.106,0.041,0,118400,48,1956,2381,,
30041,205254,Vocal,0.286,0.214,0.178,87.685,-12.611,1,1,0.959,5.94E-05,0.446,0.0327,0,229760,36,1956,2381,,
30024,205254,Vocal,0.54,0.565,0.697,99.697,-9.313,1,0,0.868,0,0.14,0.0639,0,148533,17,1956,2381,,
30035,205254,Vocal,0.187,0.283,0.102,82.833,-10.849,1,8,0.95,6.65E-05,0.238,0.0328,0,207240,17,1956,2381,,
30021,205254,Vocal,0.458,0.192,0.118,87.082,-15.987,1,5,0.89,0.00033,0.123,0.0449,0,222293,15,1956,2381,,
30020,205254,Vocal,0.348,0.251,0.204,100.711,-11.855,1,8,0.905,0,0.244,0.0335,0,189667,11,1956,2381,,
30042,205254,Vocal,0.291,0.477,0.168,151.599,-10.343,1,10,0.922,0,0.348,0.0582,0,139960,9,1956,2381,,
30030,205254,Vocal,0.354,0.0583,0.0719,85.483,-17.078,0,0,0.936,0.000485,0.178,0.0325,0,161053,8,1956,2381,,
30036,205254,Vocal,0.51,0.333,0.441,62.567,-11.325,1,10,0.871,0,0.124,0.0324,0,144133,8,1956,2381,,
30022,205254,Vocal,0.271,0.108,0.0887,170.282,-15.688,0,9,0.941,3.63E-05,0.11,0.041,0,199093,7,1956,2381,,
30037,205254,Vocal,0.407,0.371,0.297,121.96,-11.853,0,10,0.936,0.00014,0.11,0.0324,0,157133,7,1956,2381,,
30040,205254,Vocal,0.18,0.401,0.211,86.722,-11.647,1,10,0.92,2.84E-06,0.23,0.0346,0,203200,22,1959,2570,,
30028,205254,Vocal,0.229,0.288,0.163,84.597,-12.963,0,4,0.908,0.0168,0.234,0.0323,0,237627,14,1959,2570,,
30038,205254,Vocal,0.141,0.334,0.216,86.057,-12.408,1,2,0.873,0.000273,0.488,0.0318,0,183627,12,1959,2570,,
30033,205254,Vocal,0.206,0.333,0.147,86.444,-13.406,1,0,0.876,0.00716,0.431,0.0346,0,237067,10,1959,2570,,
30026,205254,Vocal,0.261,0.386,0.404,129.901,-9.751,1,11,0.764,0,0.4,0.0329,0,163173,42,1960,2089,,
30018,205254,Vocal,0.179,0.44,0.238,98.73,-8.566,1,5,0.962,0.000723,0.367,0.0305,0,167373,40,1960,2089,,
30016,205254,Vocal,0.251,0.326,0.196,81.451,-11.787,0,7,0.87,1.17E-05,0.225,0.0373,0,183240,20,1960,2089,,
30029,205254,Vocal,0.486,0.3,0.388,90,-12.632,1,3,0.827,0,0.136,0.0603,0,171360,8,1960,2089,,
30019,205254,Vocal,0.408,0.489,0.848,180.34,-8.026,1,6,0.539,0,0.111,0.0321,0,124200,18,1962,2387,,
30031,205254,Vocal,0.508,0.724,0.735,126.41,-8.003,1,3,0.655,0,0.371,0.11,0,129960,7,1962,2387,,
30034,205254,Vocal,0.34,0.286,0.274,81.88,-12.684,1,5,0.882,0.00015,0.232,0.028,0,165253,21,1966,2391,,
30032,205254,Vocal,0.292,0.172,0.235,119.17,-19.478,1,3,0.856,2.96E-05,0.133,0.0384,0,192933,34,1992,648,,
30027,205254,Vocal,0.252,0.324,0.401,131.081,-12.065,1,11,0.821,0,0.373,0.0357,0,163093,31,1992,648,,
30836,211570,Vocal,0.604,0.439,0.406,148.243,-11.943,1,8,0.665,0,0.139,0.0363,0,331067,48,1987,51,,
30940,212200,Vocal,0.725,0.267,0.962,112.641,-17.507,1,2,0.882,5.49E-05,0.155,0.0497,0,116000,17,1963,2388,,
30945,212612,Vocal,0.392,0.195,0.372,77.67,-14.845,1,10,0.965,0,0.196,0.037,0,160933,19,1956,20,,
30952,212612,Vocal,0.382,0.182,0.358,76.983,-15.091,1,1,0.912,0,0.105,0.0315,0,161467,19,1956,20,,
30961,212612,Vocal,0.492,0.199,0.445,131.847,-12.264,0,7,0.855,0,0.0644,0.0391,0,187978,14,1956,1257,,
30954,212612,Vocal,0.494,0.405,0.827,143.84,-8.868,0,9,0.694,4.15E-05,0.0711,0.0377,0,177012,13,1956,1257,,
30947,212612,Vocal,0.512,0.227,0.395,79.303,-15.714,1,10,0.954,9.50E-06,0.172,0.0327,0,166600,6,1956,20,,
30941,212612,Vocal,0.489,0.275,0.453,129.727,-11.468,1,8,0.731,0,0.131,0.0452,0,138551,5,1956,1257,,
30943,212612,Vocal,0.183,0.138,0.103,172.314,-15.713,0,4,0.832,0.00056,0.117,0.0384,0,213423,4,1956,1257,,
30950,212612,Vocal,0.259,0.0478,0.219,90.847,-21.716,1,0,0.954,0.0425,0.158,0.0342,0,203907,9,1959,2384,,
30957,212612,Vocal,0.357,0.0565,0.222,84.421,-20.903,1,11,0.972,0.00365,0.108,0.037,0,165373,25,1963,2388,,
30958,212612,Vocal,0.45,0.0946,0.333,101.101,-19.419,1,10,0.956,0.0642,0.0789,0.0367,0,245333,22,1963,2388,,
30951,212612,Vocal,0.617,0.201,0.677,104.915,-15.623,1,10,0.931,0.000192,0.106,0.0468,0,139400,17,1963,2388,,
30955,212612,Vocal,0.393,0.236,0.305,88.982,-16.294,0,11,0.918,1.25E-05,0.112,0.0391,0,155693,15,1963,2388,,
30959,212612,Vocal,0.307,0.105,0.252,173.526,-15.459,1,0,0.928,0.00131,0.1,0.0352,0,250267,15,1963,2388,,
30946,212612,Vocal,0.321,0.103,0.254,176.663,-18.807,1,5,0.968,0.00239,0.1,0.0398,0,185227,12,1963,2388,,
30944,212612,Vocal,0.591,0.242,0.67,149.433,-13.731,0,2,0.871,3.31E-05,0.138,0.0493,0,125067,10,1963,2388,,
30948,212612,Vocal,0.551,0.203,0.471,118.179,-14.683,1,1,0.832,0,0.0625,0.0388,0,213391,10,1963,2388,,
30956,212612,Vocal,0.548,0.144,0.301,133.96,-17.446,1,3,0.915,0,0.108,0.0638,0,131733,10,1963,2388,,
30960,212612,Vocal,0.621,0.155,0.429,93.024,-19.774,0,10,0.809,0.0748,0.0909,0.0298,0,203360,25,1965,2390,,
30949,212612,Vocal,0.425,0.0408,0.186,103.251,-23.159,1,7,0.98,0.00442,0.105,0.0357,0,259667,21,1965,2390,,
30953,212612,Vocal,0.411,0.0388,0.144,101.878,-23.67,1,2,0.986,0.00613,0.0944,0.0381,0,190400,15,1965,2390,,
30942,212612,Vocal,0.459,0.0385,0.19,90.475,-21.918,1,1,0.978,0.00355,0.115,0.0355,0,219733,11,1965,2390,,
31033,213590,Vocal,0.22,0.263,0.321,176.626,-11.2,0,11,0.879,2.64E-06,0.116,0.0315,0,217413,10,1957,2382,,
31030,213590,Vocal,0.258,0.161,0.115,80.296,-15.134,0,2,0.892,0.00028,0.166,0.0321,0,174733,7,1957,2382,,
31032,213590,Vocal,0.653,0.4,0.561,119.817,-9.105,0,10,0.768,1.56E-06,0.272,0.053,0,283227,32,1959,2384,,
31034,213590,Vocal,0.521,0.649,0.742,104.416,-9.851,0,0,0.73,0,0.119,0.129,0,133600,25,1959,2384,,
31029,213590,Vocal,0.721,0.289,0.75,132.388,-9.748,1,10,0.635,0,0.123,0.0616,0,137640,18,1959,2384,,
31031,213590,Vocal,0.52,0.254,0.322,75.621,-13.529,0,5,0.744,1.36E-06,0.363,0.0804,0,327733,17,1959,2384,,
31028,213590,Vocal,0.729,0.344,0.814,132.75,-14.173,1,8,0.772,0.000133,0.285,0.052,0,182493,37,1993,57,,
31687,219287,Vocal,0.467,0.444,0.615,90.685,-16.314,1,4,0.445,0.000761,0.358,0.0354,0,228760,35,1976,2401,,
